"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","cp","profundidade_maxima","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,3,12330403,"arvore_cp_0.005_profundidade_5",0.005,5,0.728395061728395,0.648648648648649,0.795454545454545,0.727272727272727,0.685714285714286,0.450229044779444,0.791154791154791,0.197701124931458,1.4438294286096,0.722051597051597,24,35,9,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,1,12330501,"arvore_cp_0.01_profundidade_5",0.01,5,0.75,0.783783783783784,0.720930232558139,0.707317073170732,0.743589743589744,0.503449859024658,0.792269013199246,0.191265129533877,0.596443186680648,0.752357008170962,29,31,12,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,2,12330502,"arvore_cp_0.01_profundidade_5",0.01,5,0.839506172839506,0.810810810810811,0.863636363636364,0.833333333333333,0.821917808219178,0.676110425245246,0.878378378378378,0.129460117835076,0.456891962637911,0.837223587223587,30,38,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,3,12330503,"arvore_cp_0.01_profundidade_5",0.01,5,0.777777777777778,0.594594594594595,0.931818181818182,0.88,0.709677419354839,0.56766171351415,0.808046683046683,0.180025601260358,0.556358442334646,0.763206388206388,22,41,3,15,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,1,12330601,"arvore_cp_0.02_profundidade_5",0.02,5,0.75,0.783783783783784,0.720930232558139,0.707317073170732,0.743589743589744,0.503449859024658,0.792269013199246,0.191265129533877,0.596443186680648,0.752357008170962,29,31,12,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,2,12330602,"arvore_cp_0.02_profundidade_5",0.02,5,0.839506172839506,0.810810810810811,0.863636363636364,0.833333333333333,0.821917808219178,0.676110425245246,0.878378378378378,0.129460117835076,0.456891962637911,0.837223587223587,30,38,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,3,12330603,"arvore_cp_0.02_profundidade_5",0.02,5,0.753086419753086,0.621621621621622,0.863636363636364,0.793103448275862,0.696969696969697,0.504195796060543,0.797297297297297,0.194640814614331,0.593338534015364,0.742628992628993,23,38,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,1,12340101,"arvore_cp_0.005_profundidade_3",0.005,3,0.6625,0.594594594594595,0.720930232558139,0.647058823529412,0.619718309859155,0.318236693136549,0.712759270898806,0.245131928814635,1.18595735807242,0.657762413576367,22,31,12,15,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,2,12340102,"arvore_cp_0.005_profundidade_3",0.005,3,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.880835380835381,0.137440203110317,0.434098217297839,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,3,12340103,"arvore_cp_0.005_profundidade_3",0.005,3,0.814814814814815,0.783783783783784,0.840909090909091,0.805555555555556,0.794520547945205,0.62623342666158,0.863636363636364,0.14835740287809,0.476281466498733,0.812346437346437,29,37,7,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,1,12340201,"arvore_cp_0.01_profundidade_3",0.01,3,0.6625,0.594594594594595,0.720930232558139,0.647058823529412,0.619718309859155,0.318236693136549,0.712759270898806,0.245131928814635,1.18595735807242,0.657762413576367,22,31,12,15,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,2,12340202,"arvore_cp_0.01_profundidade_3",0.01,3,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.880835380835381,0.137440203110317,0.434098217297839,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,3,12340203,"arvore_cp_0.01_profundidade_3",0.01,3,0.814814814814815,0.783783783783784,0.840909090909091,0.805555555555556,0.794520547945205,0.62623342666158,0.863636363636364,0.14835740287809,0.476281466498733,0.812346437346437,29,37,7,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,1,12340301,"arvore_cp_0.02_profundidade_3",0.02,3,0.6625,0.594594594594595,0.720930232558139,0.647058823529412,0.619718309859155,0.318236693136549,0.712759270898806,0.245131928814635,1.18595735807242,0.657762413576367,22,31,12,15,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,2,12340302,"arvore_cp_0.02_profundidade_3",0.02,3,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.880835380835381,0.137440203110317,0.434098217297839,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,3,12340303,"arvore_cp_0.02_profundidade_3",0.02,3,0.814814814814815,0.783783783783784,0.840909090909091,0.805555555555556,0.794520547945205,0.62623342666158,0.863636363636364,0.14835740287809,0.476281466498733,0.812346437346437,29,37,7,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,1,12340401,"arvore_cp_0.005_profundidade_5",0.005,5,0.6625,0.594594594594595,0.720930232558139,0.647058823529412,0.619718309859155,0.318236693136549,0.712759270898806,0.245131928814635,1.18595735807242,0.657762413576367,22,31,12,15,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,2,12340402,"arvore_cp_0.005_profundidade_5",0.005,5,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.880835380835381,0.137440203110317,0.434098217297839,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,3,12340403,"arvore_cp_0.005_profundidade_5",0.005,5,0.814814814814815,0.783783783783784,0.840909090909091,0.805555555555556,0.794520547945205,0.62623342666158,0.863636363636364,0.14835740287809,0.476281466498733,0.812346437346437,29,37,7,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,1,12340501,"arvore_cp_0.01_profundidade_5",0.01,5,0.6625,0.594594594594595,0.720930232558139,0.647058823529412,0.619718309859155,0.318236693136549,0.712759270898806,0.245131928814635,1.18595735807242,0.657762413576367,22,31,12,15,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,2,12340502,"arvore_cp_0.01_profundidade_5",0.01,5,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.880835380835381,0.137440203110317,0.434098217297839,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,3,12340503,"arvore_cp_0.01_profundidade_5",0.01,5,0.814814814814815,0.783783783783784,0.840909090909091,0.805555555555556,0.794520547945205,0.62623342666158,0.863636363636364,0.14835740287809,0.476281466498733,0.812346437346437,29,37,7,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,1,12340601,"arvore_cp_0.02_profundidade_5",0.02,5,0.6625,0.594594594594595,0.720930232558139,0.647058823529412,0.619718309859155,0.318236693136549,0.712759270898806,0.245131928814635,1.18595735807242,0.657762413576367,22,31,12,15,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,2,12340602,"arvore_cp_0.02_profundidade_5",0.02,5,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.880835380835381,0.137440203110317,0.434098217297839,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,4,3,12340603,"arvore_cp_0.02_profundidade_5",0.02,5,0.814814814814815,0.783783783783784,0.840909090909091,0.805555555555556,0.794520547945205,0.62623342666158,0.863636363636364,0.14835740287809,0.476281466498733,0.812346437346437,29,37,7,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,1,12350101,"arvore_cp_0.005_profundidade_3",0.005,3,0.765432098765432,0.675675675675676,0.840909090909091,0.78125,0.72463768115942,0.52637562045783,0.856879606879607,0.155853482263094,1.2920915125045,0.758292383292383,25,37,7,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,2,12350102,"arvore_cp_0.005_profundidade_3",0.005,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.759520884520885,0.199739059500704,1.03224114229326,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,3,12350103,"arvore_cp_0.005_profundidade_3",0.005,3,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.79514742014742,0.167050172748321,0.531702605920902,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,1,12350201,"arvore_cp_0.01_profundidade_3",0.01,3,0.765432098765432,0.675675675675676,0.840909090909091,0.78125,0.72463768115942,0.52637562045783,0.856879606879607,0.155853482263094,1.2920915125045,0.758292383292383,25,37,7,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,2,12350202,"arvore_cp_0.01_profundidade_3",0.01,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.759520884520885,0.199739059500704,1.03224114229326,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,3,12350203,"arvore_cp_0.01_profundidade_3",0.01,3,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.79514742014742,0.167050172748321,0.531702605920902,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,1,12350301,"arvore_cp_0.02_profundidade_3",0.02,3,0.765432098765432,0.675675675675676,0.840909090909091,0.78125,0.72463768115942,0.52637562045783,0.856879606879607,0.155853482263094,1.2920915125045,0.758292383292383,25,37,7,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,2,12350302,"arvore_cp_0.02_profundidade_3",0.02,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.759520884520885,0.199739059500704,1.03224114229326,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,3,12350303,"arvore_cp_0.02_profundidade_3",0.02,3,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.79514742014742,0.167050172748321,0.531702605920902,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,1,12350401,"arvore_cp_0.005_profundidade_5",0.005,5,0.765432098765432,0.675675675675676,0.840909090909091,0.78125,0.72463768115942,0.52637562045783,0.856879606879607,0.155853482263094,1.2920915125045,0.758292383292383,25,37,7,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,2,12350402,"arvore_cp_0.005_profundidade_5",0.005,5,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.759520884520885,0.199739059500704,1.03224114229326,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,3,12350403,"arvore_cp_0.005_profundidade_5",0.005,5,0.777777777777778,0.72972972972973,0.818181818181818,0.771428571428571,0.75,0.550965894232025,0.796990171990172,0.168275091751429,0.530179976029138,0.773955773955774,27,36,8,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,1,12350501,"arvore_cp_0.01_profundidade_5",0.01,5,0.765432098765432,0.675675675675676,0.840909090909091,0.78125,0.72463768115942,0.52637562045783,0.856879606879607,0.155853482263094,1.2920915125045,0.758292383292383,25,37,7,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,2,12350502,"arvore_cp_0.01_profundidade_5",0.01,5,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.759520884520885,0.199739059500704,1.03224114229326,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,3,12350503,"arvore_cp_0.01_profundidade_5",0.01,5,0.777777777777778,0.72972972972973,0.818181818181818,0.771428571428571,0.75,0.550965894232025,0.796990171990172,0.168275091751429,0.530179976029138,0.773955773955774,27,36,8,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,1,12350601,"arvore_cp_0.02_profundidade_5",0.02,5,0.765432098765432,0.675675675675676,0.840909090909091,0.78125,0.72463768115942,0.52637562045783,0.856879606879607,0.155853482263094,1.2920915125045,0.758292383292383,25,37,7,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,2,12350602,"arvore_cp_0.02_profundidade_5",0.02,5,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.759520884520885,0.199739059500704,1.03224114229326,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,5,3,12350603,"arvore_cp_0.02_profundidade_5",0.02,5,0.777777777777778,0.72972972972973,0.818181818181818,0.771428571428571,0.75,0.550965894232025,0.796990171990172,0.168275091751429,0.530179976029138,0.773955773955774,27,36,8,10,0,0
