"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","numero_arvores","variaveis_por_divisao","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,3,13330403,"rf_500_arvores_mtry_4",500,4,0.864197530864197,0.810810810810811,0.909090909090909,0.882352941176471,0.845070422535211,0.72662782414489,0.905405405405405,0.127335695778594,0.405874213349574,0.85995085995086,30,40,4,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,1,13340101,"rf_300_arvores_mtry_3",300,3,0.8125,0.72972972972973,0.883720930232558,0.84375,0.782608695652174,0.624337067230277,0.880578252671276,0.137631569525661,0.440646947703871,0.806725329981144,27,38,5,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,2,13340102,"rf_300_arvores_mtry_3",300,3,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.902334152334152,0.130088691148555,0.402100520807564,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,3,13340103,"rf_300_arvores_mtry_3",300,3,0.851851851851852,0.864864864864865,0.840909090909091,0.82051282051282,0.842105263157895,0.703616280422696,0.91031941031941,0.116997425839162,0.380698490945409,0.852886977886978,32,37,7,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,1,13340201,"rf_500_arvores_mtry_3",500,3,0.8,0.72972972972973,0.86046511627907,0.818181818181818,0.771428571428571,0.597756907695581,0.883720930232558,0.135675198779107,0.442782214820498,0.7950974230044,27,37,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,2,13340202,"rf_500_arvores_mtry_3",500,3,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.903562653562654,0.13078846881154,0.401724717366809,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,3,13340203,"rf_500_arvores_mtry_3",500,3,0.851851851851852,0.837837837837838,0.863636363636364,0.837837837837838,0.837837837837838,0.701474201474201,0.913390663390663,0.115314173789409,0.377071202668927,0.850737100737101,31,38,6,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,1,13340301,"rf_300_arvores_mtry_4",300,4,0.8,0.72972972972973,0.86046511627907,0.818181818181818,0.771428571428571,0.597756907695581,0.885606536769327,0.136709252430556,0.434206989607589,0.7950974230044,27,37,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,2,13340302,"rf_300_arvores_mtry_4",300,4,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.901719901719902,0.131992356290184,0.400077578389039,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,3,13340303,"rf_300_arvores_mtry_4",300,4,0.851851851851852,0.837837837837838,0.863636363636364,0.837837837837838,0.837837837837838,0.701474201474201,0.91031941031941,0.118322569234873,0.388721553676219,0.850737100737101,31,38,6,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,1,13340401,"rf_500_arvores_mtry_4",500,4,0.8125,0.72972972972973,0.883720930232558,0.84375,0.782608695652174,0.624337067230277,0.88686360779384,0.136224195231497,0.446791771240066,0.806725329981144,27,38,5,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,2,13340402,"rf_500_arvores_mtry_4",500,4,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.902334152334152,0.132253567290809,0.404643196098777,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,4,3,13340403,"rf_500_arvores_mtry_4",500,4,0.851851851851852,0.837837837837838,0.863636363636364,0.837837837837838,0.837837837837838,0.701474201474201,0.914619164619165,0.115288460250343,0.376829363425743,0.850737100737101,31,38,6,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,1,13350101,"rf_300_arvores_mtry_3",300,3,0.876543209876543,0.837837837837838,0.909090909090909,0.885714285714286,0.861111111111111,0.751092519491191,0.966216216216216,0.096500859842207,0.332413790428639,0.873464373464373,31,40,4,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,2,13350102,"rf_300_arvores_mtry_3",300,3,0.777777777777778,0.72972972972973,0.818181818181818,0.771428571428571,0.75,0.550965894232025,0.837223587223587,0.164110769786343,0.490109065016925,0.773955773955774,27,36,8,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,3,13350103,"rf_300_arvores_mtry_3",300,3,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.874692874692875,0.139977348904865,0.439384285712137,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,1,13350201,"rf_500_arvores_mtry_3",500,3,0.876543209876543,0.837837837837838,0.909090909090909,0.885714285714286,0.861111111111111,0.751092519491191,0.96007371007371,0.098695502110676,0.337687064109267,0.873464373464373,31,40,4,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,2,13350202,"rf_500_arvores_mtry_3",500,3,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.831695331695332,0.166832301947345,0.502048068643126,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,3,13350203,"rf_500_arvores_mtry_3",500,3,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.880835380835381,0.140038360743942,0.447311768834702,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,1,13350301,"rf_300_arvores_mtry_4",300,4,0.864197530864197,0.810810810810811,0.909090909090909,0.882352941176471,0.845070422535211,0.72662782414489,0.955159705159705,0.0961819022337731,0.326855185358416,0.85995085995086,30,40,4,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,2,13350302,"rf_300_arvores_mtry_4",300,4,0.790123456790123,0.783783783783784,0.795454545454545,0.763157894736842,0.773333333333333,0.578173878116645,0.823710073710074,0.169399852232891,0.503536766276682,0.789619164619165,29,35,9,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,3,13350303,"rf_300_arvores_mtry_4",300,4,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.874078624078624,0.14124317051145,0.456703622982938,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,1,13350401,"rf_500_arvores_mtry_4",500,4,0.876543209876543,0.837837837837838,0.909090909090909,0.885714285714286,0.861111111111111,0.751092519491191,0.958845208845209,0.0953559231354652,0.325695902929462,0.873464373464373,31,40,4,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,2,13350402,"rf_500_arvores_mtry_4",500,4,0.765432098765432,0.756756756756757,0.772727272727273,0.736842105263158,0.746666666666667,0.528511010537166,0.835380835380835,0.16758441466537,0.502334543878456,0.764742014742015,28,34,10,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,5,3,13350403,"rf_500_arvores_mtry_4",500,4,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.871007371007371,0.140857320993665,0.456300374497786,0.79453316953317,26,39,5,11,0,0
